property_id,location,price,bedrooms,property_type,amenities,description
P206,Pune,4000000,3,Villa,"Metro access, School nearby, Gym",A 3 BHK Apartment in Pune with Metro access and School nearby and Gym.
P207,Ahmedabad,10300000,4,Villa,"School nearby, Swimming Pool, Metro access, Parking",A 4 BHK Apartment in Ahmedabad with School nearby and Swimming Pool and Metro access and Parking.
P208,Delhi,8100000,1,Apartment,"Gym, Metro access",A 1 BHK Apartment in Delhi with Gym and Metro access.
P209,Mumbai,11100000,2,Apartment,"Swimming Pool, School nearby",A 2 BHK Plot in Mumbai with Swimming Pool and School nearby.
P210,Pune,19600000,1,Villa,"Swimming Pool, Garden, Gym",A 1 BHK Apartment in Pune with Swimming Pool and Garden and Gym.
P211,Lucknow,6400000,3,Villa,"Garden, Parking, School nearby",A 3 BHK Plot in Lucknow with Garden and Parking and School nearby.
P212,Pune,3800000,4,Villa,"Metro access, Parking, Gym",A 4 BHK Villa in Pune with Metro access and Parking and Gym.
P213,Bangalore,5100000,4,Villa,"Gym, Metro access, School nearby",A 4 BHK Villa in Bangalore with Gym and Metro access and School nearby.
P214,Jaipur,7600000,2,Plot,"Metro access, School nearby, Parking, Swimming Pool",A 2 BHK Plot in Jaipur with Metro access and School nearby and Parking and Swimming Pool.
P215,Hyderabad,17000000,3,Apartment,"Swimming Pool, Garden",A 3 BHK Plot in Hyderabad with Swimming Pool and Garden.
P216,Ahmedabad,7800000,1,Apartment,"Garden, Gym, Metro access",A 1 BHK Apartment in Ahmedabad with Garden and Gym and Metro access.
P217,Mumbai,18500000,3,Villa,"Gym, Parking, Swimming Pool, School nearby",A 3 BHK Plot in Mumbai with Gym and Parking and Swimming Pool and School nearby.
P218,Jaipur,17800000,4,Villa,"Parking, Swimming Pool",A 4 BHK Plot in Jaipur with Parking and Swimming Pool.
P219,Pune,11600000,4,Villa,"School nearby, Metro access",A 4 BHK Plot in Pune with School nearby and Metro access.
P220,Bangalore,16000000,4,Apartment,"School nearby, Gym, Garden, Parking",A 4 BHK Apartment in Bangalore with School nearby and Gym and Garden and Parking.
P221,Chennai,15300000,1,Apartment,"Garden, Metro access, Gym, Parking",A 1 BHK Apartment in Chennai with Garden and Metro access and Gym and Parking.
P222,Kolkata,8400000,1,Plot,"Parking, Garden",A 1 BHK Plot in Kolkata with Parking and Garden.
P223,Lucknow,18200000,1,Plot,"Gym, Garden, School nearby",A 1 BHK Apartment in Lucknow with Gym and Garden and School nearby.
P224,Bangalore,8100000,2,Villa,"Swimming Pool, Parking",A 2 BHK Villa in Bangalore with Swimming Pool and Parking.
P225,Bangalore,3800000,1,Apartment,"Parking, Swimming Pool, Metro access, Gym",A 1 BHK Plot in Bangalore with Parking and Swimming Pool and Metro access and Gym.
P226,Hyderabad,11500000,5,Villa,"Parking, Garden, Swimming Pool",A 5 BHK Plot in Hyderabad with Parking and Garden and Swimming Pool.
P227,Jaipur,17700000,4,Villa,"Parking, Gym",A 4 BHK Villa in Jaipur with Parking and Gym.
P228,Bangalore,9000000,4,Plot,"School nearby, Gym, Parking, Swimming Pool",A 4 BHK Apartment in Bangalore with School nearby and Gym and Parking and Swimming Pool.
P229,Delhi,7100000,1,Plot,"Swimming Pool, Metro access, Garden, Parking",A 1 BHK Villa in Delhi with Swimming Pool and Metro access and Garden and Parking.
P230,Delhi,15400000,2,Plot,"School nearby, Swimming Pool, Garden, Metro access",A 2 BHK Villa in Delhi with School nearby and Swimming Pool and Garden and Metro access.
P231,Lucknow,12000000,1,Apartment,"Garden, Swimming Pool",A 1 BHK Apartment in Lucknow with Garden and Swimming Pool.
P232,Bangalore,11700000,4,Plot,"Parking, Swimming Pool, Metro access, Garden",A 4 BHK Villa in Bangalore with Parking and Swimming Pool and Metro access and Garden.
P233,Delhi,10500000,5,Villa,"Parking, Metro access",A 5 BHK Apartment in Delhi with Parking and Metro access.
P234,Hyderabad,3700000,5,Plot,"School nearby, Garden, Gym, Swimming Pool",A 5 BHK Plot in Hyderabad with School nearby and Garden and Gym and Swimming Pool.
P235,Lucknow,16500000,1,Apartment,"School nearby, Gym, Swimming Pool, Garden",A 1 BHK Villa in Lucknow with School nearby and Gym and Swimming Pool and Garden.
P236,Ahmedabad,17500000,3,Plot,"Parking, School nearby, Metro access, Swimming Pool",A 3 BHK Villa in Ahmedabad with Parking and School nearby and Metro access and Swimming Pool.
P237,Kolkata,8700000,1,Villa,"Parking, Swimming Pool, Gym, Garden",A 1 BHK Plot in Kolkata with Parking and Swimming Pool and Gym and Garden.
P238,Kolkata,17600000,1,Apartment,"Garden, Parking",A 1 BHK Villa in Kolkata with Garden and Parking.
P239,Hyderabad,12000000,4,Apartment,"Parking, School nearby",A 4 BHK Villa in Hyderabad with Parking and School nearby.
P240,Delhi,6400000,5,Villa,"School nearby, Garden, Gym",A 5 BHK Plot in Delhi with School nearby and Garden and Gym.
P241,Mumbai,7400000,3,Apartment,"Metro access, Gym, Parking",A 3 BHK Plot in Mumbai with Metro access and Gym and Parking.
P242,Chennai,13600000,4,Plot,"School nearby, Gym, Swimming Pool",A 4 BHK Apartment in Chennai with School nearby and Gym and Swimming Pool.
P243,Ahmedabad,3300000,3,Villa,"Swimming Pool, Metro access, School nearby, Gym",A 3 BHK Apartment in Ahmedabad with Swimming Pool and Metro access and School nearby and Gym.
P244,Ahmedabad,15300000,4,Plot,"Garden, Metro access",A 4 BHK Plot in Ahmedabad with Garden and Metro access.
P245,Chennai,17100000,2,Apartment,"Garden, Swimming Pool",A 2 BHK Plot in Chennai with Garden and Swimming Pool.
P246,Delhi,5500000,5,Villa,"Metro access, Garden, Parking, Gym",A 5 BHK Villa in Delhi with Metro access and Garden and Parking and Gym.
P247,Delhi,13700000,3,Villa,"Metro access, Parking",A 3 BHK Plot in Delhi with Metro access and Parking.
P248,Kolkata,14000000,2,Plot,"Swimming Pool, Parking, Garden",A 2 BHK Villa in Kolkata with Swimming Pool and Parking and Garden.
P249,Jaipur,7800000,2,Plot,"Garden, School nearby, Swimming Pool",A 2 BHK Plot in Jaipur with Garden and School nearby and Swimming Pool.
P250,Lucknow,3100000,4,Plot,"Gym, Garden, Parking, School nearby",A 4 BHK Apartment in Lucknow with Gym and Garden and Parking and School nearby.
P251,Lucknow,7900000,3,Villa,"Swimming Pool, Garden, School nearby",A 3 BHK Plot in Lucknow with Swimming Pool and Garden and School nearby.
P252,Delhi,16900000,2,Apartment,"Garden, Swimming Pool, Gym, Metro access",A 2 BHK Villa in Delhi with Garden and Swimming Pool and Gym and Metro access.
P253,Ahmedabad,5000000,4,Apartment,"Metro access, Swimming Pool",A 4 BHK Villa in Ahmedabad with Metro access and Swimming Pool.
P254,Jaipur,5000000,5,Villa,"Gym, Garden, School nearby",A 5 BHK Apartment in Jaipur with Gym and Garden and School nearby.
P255,Ahmedabad,7200000,1,Apartment,"School nearby, Swimming Pool, Parking, Gym",A 1 BHK Plot in Ahmedabad with School nearby and Swimming Pool and Parking and Gym.
P256,Pune,7100000,3,Plot,"Swimming Pool, School nearby",A 3 BHK Apartment in Pune with Swimming Pool and School nearby.
P257,Delhi,10900000,3,Apartment,"School nearby, Garden, Gym, Parking",A 3 BHK Apartment in Delhi with School nearby and Garden and Gym and Parking.
P258,Ahmedabad,8400000,3,Plot,"Parking, Garden",A 3 BHK Plot in Ahmedabad with Parking and Garden.
P259,Delhi,18400000,3,Villa,"Swimming Pool, Parking, Gym, Garden",A 3 BHK Villa in Delhi with Swimming Pool and Parking and Gym and Garden.
P260,Pune,19900000,1,Villa,"School nearby, Metro access, Gym",A 1 BHK Apartment in Pune with School nearby and Metro access and Gym.
P261,Ahmedabad,11200000,2,Plot,"Metro access, School nearby",A 2 BHK Apartment in Ahmedabad with Metro access and School nearby.
P262,Bangalore,3300000,1,Plot,"Gym, Swimming Pool, Metro access, Parking",A 1 BHK Apartment in Bangalore with Gym and Swimming Pool and Metro access and Parking.
P263,Kolkata,14000000,4,Apartment,"Garden, Metro access, School nearby, Gym",A 4 BHK Villa in Kolkata with Garden and Metro access and School nearby and Gym.
P264,Pune,18700000,2,Villa,"Parking, Metro access",A 2 BHK Villa in Pune with Parking and Metro access.
P265,Delhi,12200000,5,Apartment,"Gym, Garden, Swimming Pool",A 5 BHK Apartment in Delhi with Gym and Garden and Swimming Pool.
P266,Jaipur,7100000,2,Apartment,"Gym, School nearby, Metro access, Garden",A 2 BHK Plot in Jaipur with Gym and School nearby and Metro access and Garden.
P267,Mumbai,14500000,3,Villa,"Garden, Swimming Pool",A 3 BHK Plot in Mumbai with Garden and Swimming Pool.
P268,Hyderabad,6000000,1,Plot,"Swimming Pool, Gym, Garden",A 1 BHK Plot in Hyderabad with Swimming Pool and Gym and Garden.
P269,Ahmedabad,9600000,3,Plot,"Gym, Swimming Pool",A 3 BHK Apartment in Ahmedabad with Gym and Swimming Pool.
P270,Bangalore,12300000,3,Villa,"Swimming Pool, Garden, School nearby",A 3 BHK Apartment in Bangalore with Swimming Pool and Garden and School nearby.
P271,Chennai,4000000,1,Apartment,"School nearby, Metro access, Parking, Swimming Pool",A 1 BHK Apartment in Chennai with School nearby and Metro access and Parking and Swimming Pool.
P272,Jaipur,9300000,2,Villa,"Parking, Gym",A 2 BHK Apartment in Jaipur with Parking and Gym.
P273,Delhi,14500000,4,Plot,"Swimming Pool, Parking, Gym",A 4 BHK Villa in Delhi with Swimming Pool and Parking and Gym.
P274,Delhi,9300000,2,Apartment,"Parking, Metro access, Swimming Pool, Garden",A 2 BHK Villa in Delhi with Parking and Metro access and Swimming Pool and Garden.
P275,Jaipur,14300000,1,Apartment,"Metro access, Gym, Parking, School nearby",A 1 BHK Apartment in Jaipur with Metro access and Gym and Parking and School nearby.
P276,Pune,3500000,4,Villa,"Garden, School nearby, Swimming Pool",A 4 BHK Apartment in Pune with Garden and School nearby and Swimming Pool.
P277,Delhi,3000000,1,Plot,"Metro access, Gym, Parking",A 1 BHK Apartment in Delhi with Metro access and Gym and Parking.
P278,Jaipur,12600000,3,Apartment,"Gym, Swimming Pool, Garden, Parking",A 3 BHK Villa in Jaipur with Gym and Swimming Pool and Garden and Parking.
P279,Bangalore,9300000,2,Villa,"Garden, School nearby, Gym",A 2 BHK Plot in Bangalore with Garden and School nearby and Gym.
P280,Chennai,16000000,5,Plot,"Parking, Swimming Pool",A 5 BHK Plot in Chennai with Parking and Swimming Pool.
P281,Hyderabad,10700000,2,Plot,"School nearby, Garden, Gym",A 2 BHK Villa in Hyderabad with School nearby and Garden and Gym.
P282,Delhi,7200000,5,Plot,"Garden, Swimming Pool, Parking, School nearby",A 5 BHK Villa in Delhi with Garden and Swimming Pool and Parking and School nearby.
P283,Chennai,12900000,5,Villa,"Swimming Pool, Metro access",A 5 BHK Plot in Chennai with Swimming Pool and Metro access.
P284,Jaipur,3300000,1,Apartment,"Garden, School nearby",A 1 BHK Apartment in Jaipur with Garden and School nearby.
P285,Hyderabad,9400000,2,Apartment,"Garden, Swimming Pool, Parking, Gym",A 2 BHK Apartment in Hyderabad with Garden and Swimming Pool and Parking and Gym.
P286,Chennai,5900000,4,Plot,"School nearby, Gym, Metro access, Garden",A 4 BHK Apartment in Chennai with School nearby and Gym and Metro access and Garden.
P287,Bangalore,11300000,5,Villa,"Gym, Parking, Swimming Pool",A 5 BHK Villa in Bangalore with Gym and Parking and Swimming Pool.
P288,Delhi,4600000,1,Villa,"Swimming Pool, School nearby, Gym",A 1 BHK Apartment in Delhi with Swimming Pool and School nearby and Gym.
P289,Bangalore,15400000,3,Plot,"Parking, Garden, Swimming Pool, Gym",A 3 BHK Plot in Bangalore with Parking and Garden and Swimming Pool and Gym.
P290,Bangalore,10700000,2,Villa,"Metro access, Garden, Gym",A 2 BHK Apartment in Bangalore with Metro access and Garden and Gym.
P291,Hyderabad,10700000,5,Apartment,"Metro access, Gym",A 5 BHK Plot in Hyderabad with Metro access and Gym.
P292,Hyderabad,18900000,3,Villa,"Gym, Metro access, Swimming Pool, Parking",A 3 BHK Plot in Hyderabad with Gym and Metro access and Swimming Pool and Parking.
P293,Lucknow,7000000,3,Plot,"School nearby, Garden, Swimming Pool, Metro access",A 3 BHK Apartment in Lucknow with School nearby and Garden and Swimming Pool and Metro access.
P294,Bangalore,10700000,5,Villa,"Gym, Metro access, Swimming Pool, Garden",A 5 BHK Villa in Bangalore with Gym and Metro access and Swimming Pool and Garden.
P295,Ahmedabad,19800000,5,Plot,"School nearby, Garden",A 5 BHK Apartment in Ahmedabad with School nearby and Garden.
P296,Jaipur,18200000,4,Villa,"Gym, Parking, Garden, Swimming Pool",A 4 BHK Apartment in Jaipur with Gym and Parking and Garden and Swimming Pool.
P297,Lucknow,15200000,1,Apartment,"Garden, School nearby, Swimming Pool",A 1 BHK Apartment in Lucknow with Garden and School nearby and Swimming Pool.
P298,Kolkata,5700000,2,Apartment,"Swimming Pool, Parking",A 2 BHK Plot in Kolkata with Swimming Pool and Parking.
P299,Mumbai,9900000,5,Apartment,"Parking, School nearby, Swimming Pool",A 5 BHK Plot in Mumbai with Parking and School nearby and Swimming Pool.
